Model,Cohesiveness,HITId,WorkTimeInSeconds,Input.audio_url
CoMP-Order3,5,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,318,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,4,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,396,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,3,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,561,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,4,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,68,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,4,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,63,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,5,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,210,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,3,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,172,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,4,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,35,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,5,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,231,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,4,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,85,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,5,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,298,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,3,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,15,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,5,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,504,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,4,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,278,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,3,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,93,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,4,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,101,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,4,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,38,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,4,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,468,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,4,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,308,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,3,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,454,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,4,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,19,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,5,3HXCEECSQMTJB0PHEWHQVCH9F9GZY6,127,https://music-survey-files.s3.amazonaws.com/audio/m3ac8ede5449e44ebebd7ecb539a3dbc4c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,149,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,92,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,96,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,125,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,419,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,50,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,20,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,103,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,107,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,192,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,2,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,21,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,128,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,91,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,453,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,295,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,143,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,67,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,19,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,89,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,37,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,116,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,245,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,65,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,60,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,373,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,266,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,208,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,477,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,90,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,452,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,2,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,20,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,471,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,549,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,15,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,16,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,249,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,55,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,62,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,10,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,17,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,104,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,55,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,347,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,67,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,206,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,257,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,64,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,22,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,67,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,484,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,113,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,29,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,540,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,1,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,19,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,13,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,23,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,2,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,98,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,100,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,75,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,25,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,26,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,99,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,44,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,396,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,582,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,144,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,79,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,71,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,56,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,2,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,17,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,212,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,208,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,229,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,178,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,258,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,207,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,154,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,479,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,42,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,114,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,125,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,415,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,545,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,34,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,218,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,217,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,26,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,203,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,125,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,95,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,21,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,231,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,2,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,114,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,171,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,18,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,222,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,98,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,27,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,220,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,204,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,529,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,400,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,19,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,74,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,115,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,89,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,17,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,155,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,167,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,203,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,24,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,27,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,106,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,22,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,27,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,410,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,136,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,99,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,51,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,83,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,2,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,18,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,268,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,285,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,5,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,218,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,17,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,163,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,4,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,402,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
CoMP-Order3,3,3IH9TRB0FBZ0Q4P423MVHU39CB61IE,28,https://music-survey-files.s3.amazonaws.com/audio/m3bc42c4bf93704267b79668e57023ac8c.mp3
